This file was created by CMPT_BEME_RETS using the 202309 CRSP database.,,,,,,,,,,,,,,,,,,,
192811,59.52,10.51,12.17,11.7,10.7,11.15,11.54,11.59,12.67,12.37,8.96,10.13,12.19,12.73,10.36,13.45,9.74,15.68,9.72
192812,-1.49,1.08,-0.28,-2.17,1.29,0.45,-0.59,-0.73,-2.62,0.65,1.97,0.66,0.22,-0.06,-1.11,-0.18,-1.28,-3.16,-2.09
192901,-3.03,4.28,2.22,3.07,3.6,4.65,0.95,3.43,2.82,2.69,4.55,5.59,3.69,1.14,0.77,3.29,3.57,0.8,4.8
192902,-9.38,-0.05,1.14,0.44,-0.33,0.94,1.34,0.33,0.58,0.95,-1.67,0.5,1.39,3.11,-0.4,0.51,0.16,0.63,0.54
192903,-13.79,-3.69,-1.69,-3.5,-3.52,-3.46,-1.07,-2.87,-3.25,-2.96,-4.1,-4.03,-2.89,-1.84,-0.33,-1.75,-3.99,-3.76,-2.76
192904,16,1.33,1.97,0.47,1.84,0.75,2.53,1.1,0.43,4,-0.42,0.36,1.14,5.32,-0.14,1.65,0.55,1.51,-0.63
192905,17.24,-7.5,-8.02,-11.55,-7.19,-8.87,-7.6,-10.2,-10.74,-7.01,-7.38,-8.07,-9.68,-7.27,-7.91,-7.18,-13.15,-11.25,-10.25
192906,-17.65,9.86,8.29,5.68,10.02,9.45,8.13,6.92,5.38,10.07,9.97,9.54,9.35,10.63,5.73,7.55,6.29,7.29,3.51
192907,-2.96,1.7,1.33,2.63,1.56,2.94,0.94,-0.15,3.86,1.28,1.85,1.99,3.9,0.93,0.94,-0.46,0.16,5.7,2.03
192908,8.49,3.01,3.31,0.76,3.51,2.26,3.46,4.34,-1.28,1.26,5.75,2.02,2.5,3.51,3.41,3.81,4.86,-0.37,-2.2
192909,-5.9,-3.83,-3.78,-5.19,-4.88,-1.74,-4.32,-4.87,-5.29,-4.86,-4.89,-1.74,-1.74,-3.9,-4.75,-4.75,-4.99,-6.99,-3.59
192910,-13.84,-23.93,-17.88,-16.96,-25.61,-20.79,-17.36,-15.92,-17.4,-26.4,-24.8,-20.59,-20.98,-18.1,-16.6,-15.76,-16.08,-17.38,-17.41
192911,-13.98,-14.41,-9.96,-12.27,-13.7,-14.89,-8.17,-9.98,-13.18,-13.39,-14.02,-15.81,-13.98,-8.3,-8.03,-9.5,-10.45,-12.43,-13.93
192912,-3.16,-0.27,-4.15,-2.85,0.77,-3.72,-4.53,-1.96,-3.54,0.94,0.6,-2.34,-5.09,-3.23,-5.87,-2.46,-1.47,-2.83,-4.24
193001,4.41,8.3,10.33,11.06,7.49,11.86,9.49,7.1,13.72,7.46,7.52,9.9,13.78,8.77,10.26,8.49,5.74,14.74,12.69
193002,7.21,3.59,2.03,3.53,2.33,5.33,0.98,1.73,4.31,1.85,2.82,6.08,4.59,1.04,0.92,1.5,1.96,5.71,2.89
193003,-1.21,8.26,9.57,13.53,7.69,7.26,9.37,12.97,14.49,9.88,5.46,9.38,5.1,8.48,10.3,14.35,11.6,12.34,16.69
193004,-11.39,-4.86,-3.41,-6.53,-2.45,-5.57,-4.26,-4.34,-7.34,-1.74,-3.18,-9.64,-1.41,-5.14,-3.3,-3.75,-4.93,-4.92,-9.85
193005,-22.33,-2.38,-3.13,-4.86,-2.54,-2.32,-3.58,-3.26,-5.42,-3.36,-1.71,-2.05,-2.6,-2.5,-4.75,-2.78,-3.73,-5.21,-5.64
193006,-30.94,-19.02,-17.26,-17.52,-19.7,-18.64,-16.66,-15.67,-18.67,-21.9,-17.5,-17.69,-19.62,-15.85,-17.53,-16.1,-15.24,-17.43,-19.98
193007,-12.22,5.11,3.67,2.9,5.3,5.16,4.33,2.84,1.71,5.14,5.45,4.73,5.6,5.08,3.56,0.45,5.24,4.94,-1.56
193008,22.62,-0.65,-1.94,-3.44,-0.8,-1.17,-1.68,-2.61,-3.76,0.19,-1.8,-0.35,-1.99,-2.55,-0.79,-2.41,-2.81,-4.32,-3.18
193009,-13.05,-13.32,-13.6,-18.65,-12.57,-13.68,-14.02,-16.39,-18.5,-13.54,-11.61,-14.82,-12.52,-13.57,-14.48,-13.82,-18.96,-19.43,-17.55
193010,-9.31,-10.99,-9.42,-8.97,-11.3,-9.28,-8.7,-11.5,-8.01,-10.72,-11.88,-10.36,-8.17,-8.47,-8.93,-12.12,-10.89,-11.26,-4.7
193011,-25.37,-0.09,-2.25,-3.09,-0.77,0.38,-3.23,-2.35,-3.31,-2.57,1.03,1.25,-0.51,-4.26,-2.18,-2.03,-2.66,-3.78,-2.83
193012,-6.05,-9.16,-12.45,-18.96,-8.17,-11.06,-12.37,-14.52,-21,-8.61,-7.74,-11.13,-11,-11.49,-13.27,-14.11,-14.92,-20.07,-21.95
193101,15.45,8.07,11.68,20.97,7.89,9.53,11.26,15.23,23.08,7.15,8.65,8.42,10.65,9.7,12.84,13.59,16.82,19.88,26.4
193102,20.4,14.04,13.18,20.66,13.56,14.4,13.62,14.63,22.29,12.47,14.67,14.99,13.8,13.63,13.61,11.65,17.52,29.27,14.79
193103,-3.74,-5.55,-6.56,-5.69,-4.39,-7.84,-6.11,-7.47,-4.14,-4.02,-4.76,-7.84,-7.83,-7.18,-5.02,-6.19,-8.67,-6.16,-1.94
193104,-18.06,-12.57,-15.2,-17.22,-12.68,-13.52,-15.21,-15.85,-17.87,-12.86,-12.5,-12.34,-14.72,-15.69,-14.72,-15.7,-16,-18.64,-17.04
193105,-21.69,-12.78,-13.71,-15.88,-12.38,-12.01,-15.16,-15.14,-15.79,-11.71,-13.06,-13.59,-10.4,-16.35,-13.97,-14.16,-16.07,-16.43,-15.09
193106,8.73,15.09,15.96,24.94,14.36,14.9,15.68,21.8,25.37,15.93,12.77,16.53,13.23,16.26,15.09,19.35,24.13,23.6,27.24
193107,-18.08,-5.95,-8.72,-5.47,-5.81,-6.33,-9,-7.95,-5.48,-5.94,-5.68,-6.23,-6.43,-7.65,-10.36,-10.51,-5.44,-6.58,-4.38
193108,-0.44,-0.29,-0.94,-3.73,0.24,-0.82,-0.72,-2.17,-4.44,0.41,0.07,-1.35,-0.29,-1.13,-0.31,-2.03,-2.31,-2.28,-6.64
193109,-15.83,-28.72,-30.43,-32.22,-29.87,-27.79,-31.21,-32.27,-31.13,-29.22,-30.5,-26.44,-29.15,-30.74,-31.69,-30.14,-34.38,-34.73,-27.47
193110,29.66,9.16,9.03,10.88,9.83,9.27,8.38,10.32,10.32,10.46,9.21,7.82,10.74,9.44,7.31,8.61,11.98,12.18,8.4
193111,-4.8,-7.48,-9.98,-9.21,-7.57,-8.45,-9.74,-9.38,-9.84,-5.57,-9.54,-7.3,-9.61,-10.91,-8.56,-10.84,-7.97,-12.02,-7.58
193112,-32.03,-13.21,-18.23,-23.75,-12.66,-15.7,-17.96,-21.97,-23.63,-13.36,-11.98,-14.3,-17.13,-16.9,-19.06,-19.9,-23.98,-20.78,-26.58
193201,24.63,0.5,6.69,15.96,-0.01,1.69,7.02,12.33,17.12,0.46,-0.48,1.53,1.85,3.58,10.58,10.94,13.68,14.27,20.07
193202,-6.8,2.87,2.33,0.86,3.06,3.95,1.9,-0.04,1.37,3.34,2.78,2.51,5.41,0.79,3.04,0.07,-0.16,2.24,0.48
193203,0.8,-11.02,-13.22,-11.03,-10.42,-14.04,-11.96,-12.3,-10.78,-9.34,-11.51,-12.22,-15.86,-9.07,-14.95,-13.1,-11.52,-11.49,-10.06
193204,-20.94,-18.83,-17.48,-17.64,-18.87,-15.79,-17.81,-18.54,-18.67,-18.69,-19.05,-18.74,-12.85,-17.54,-18.08,-21.51,-15.67,-18.52,-18.82
193205,2.67,-21.73,-23.82,-14.76,-22.06,-23.84,-23.53,-19.91,-12.91,-20.82,-23.29,-21.06,-26.62,-19.82,-27.31,-21.55,-18.32,-17.61,-8.13
193206,10.48,3.29,4.48,3.67,3.03,2.25,3.24,5.88,5.05,1.73,4.34,3.81,0.68,1.51,4.96,10.82,1.09,8.09,1.9
193207,28.02,29.51,40.04,63.47,29.51,32.61,39.45,52.49,65.42,27.9,31.08,29.51,35.65,38.47,40.43,45.57,59.52,67.76,63.05
193208,139.82,36.5,61.21,93.15,35.34,46.88,58.6,73.94,102.23,32.66,37.98,38.82,54.8,54.87,62.33,72.74,75.16,95.18,109.39
193209,-19.02,-1.54,-3.6,-11.37,-0.64,-4.17,-5.22,-4.42,-12.05,-0.58,-0.7,-3.34,-4.99,-6.08,-4.37,0.98,-10.01,-12.67,-11.41
193210,-12.61,-10.76,-18.29,-21.05,-10.99,-14.57,-17.95,-20.41,-20.37,-11.01,-10.96,-10.3,-18.76,-17.69,-18.21,-18.49,-22.4,-20.51,-20.23
193211,1.53,-2.71,-7.54,-9.84,-3.05,-4.4,-8.03,-9.29,-9.14,-2.42,-3.67,-2.03,-6.73,-7.86,-8.21,-7.4,-11.24,-14.09,-3.92
193212,-12.86,1.37,-2.09,-10.13,2.67,-1.12,0.11,-8.94,-9.96,2.01,3.33,-1.26,-0.98,0.72,-0.48,-7.5,-10.47,-7.79,-12.33
193301,-4.23,4.13,2.4,7.48,2.84,3.73,3.81,4.14,7.63,2.14,3.53,6.73,0.79,4.16,3.47,1.26,7.17,5.1,10.41
193302,-3.76,-14.7,-17.13,-16.13,-15,-17.14,-16.55,-15.33,-16.5,-14.8,-15.19,-14.11,-20.18,-18.15,-14.98,-15.25,-15.41,-17.7,-15.18
193303,4.45,5.62,10.88,15.54,4.46,11.31,7.62,13.01,17.06,4.74,4.18,7.95,14.67,8.39,6.88,13.45,12.54,18.06,15.99
193304,65.18,35.75,57.79,60.62,35.48,47.56,58.54,57.22,61.36,36.26,34.72,36.31,58.81,55.24,61.72,55.36,59.19,51.98,71.42
193305,102.19,32.31,57.74,87.69,29.61,45.07,56.17,76.28,88.02,25.8,33.35,37.76,52.38,55.37,56.95,66.03,87.07,94.89,80.63
193306,42.61,12.18,23.67,28.1,12.62,17.63,19.2,24.75,33.72,10.86,14.35,11.3,23.95,17.64,20.7,32.04,17.06,28.25,39.6
193307,12.9,-10.23,-12.51,-5.47,-9.59,-12.25,-12.12,-9.99,-4.64,-9.09,-10.08,-11.51,-12.98,-13.3,-10.94,-12.8,-7.14,-8.75,-0.47
193308,5.37,12.94,13.17,8.85,11.9,14.89,13.13,10.9,8.23,10.92,12.85,15.06,14.72,13.14,13.13,11.69,10.09,12.04,4.36
193309,-19.52,-9.95,-14.08,-20.05,-8.96,-10.44,-15.89,-14.81,-23.08,-6.92,-10.96,-11.96,-8.94,-15.36,-16.42,-15.64,-13.98,-19.76,-26.52
193310,-14.45,-7.13,-10.57,-14.1,-6.51,-8.75,-11.28,-13,-13.44,-8.02,-5.03,-8.38,-9.11,-10.89,-11.67,-10.63,-15.41,-14.06,-12.8
193311,-10.37,6.72,7.12,7.52,6.44,8.32,6.42,9.55,4.85,5.83,7.03,7.3,9.32,6.06,6.78,6.28,12.87,10.02,-0.49
193312,-2.31,2.13,2.35,1.87,1.03,3.19,4.29,-0.08,2.26,-1.48,3.5,4.34,2.06,6.02,2.56,-1.24,1.08,6.31,-1.92
193401,40.27,19.55,30.25,43.01,18.87,22.07,30.8,33.95,48.73,21,16.78,20.93,23.2,27.93,33.71,36.33,31.56,37.1,60.76
193402,0.7,-1.36,1.54,3.52,-2.15,0.94,1.11,2.56,3.86,-2.59,-1.72,0.23,1.65,-1.29,3.54,2.3,2.83,2.15,5.64
193403,16.43,1.11,1.08,-0.9,1.73,1.17,0.3,0.16,-0.9,2.61,0.86,-0.14,2.47,0.42,0.18,1.22,-0.89,-2.89,1.16
193404,2.49,-0.01,-0.37,0.15,0.1,-0.33,-0.7,0.73,-0.34,1.19,-0.97,-0.24,-0.41,-1.89,0.51,0.33,1.14,0,-0.7
193405,-18.44,-7.55,-10.31,-14.35,-6.89,-8.7,-10.88,-11.76,-15.25,-7.38,-6.42,-8.87,-8.54,-9.95,-11.82,-10.95,-12.57,-15.6,-14.88
193406,-8.82,2.22,0.54,-1.18,2.43,1.91,0.68,0.06,-2.46,0.83,4.01,1.78,2.04,0.75,0.6,-1.24,1.36,-2.86,-2.05
193407,-28.16,-12.87,-18.17,-24.45,-12.53,-14.25,-17.98,-22.8,-24.77,-10.53,-14.53,-13.55,-14.95,-17.35,-18.61,-21.79,-23.82,-24.28,-25.27
193408,18.35,7.59,9.16,12.27,7.14,8.39,8.33,11.79,12.48,6.29,7.99,8.51,8.26,5.41,11.24,11.73,11.85,9.4,15.62
193409,-3.01,-0.82,-0.59,-2.17,-0.82,-0.3,-1.54,-0.76,-2.24,-0.98,-0.67,-0.83,0.22,-1.66,-1.41,0.51,-2.03,-2.06,-2.42
193410,-8.36,0.61,-1.71,-5.48,0.89,0.43,-1.13,-5.48,-5.49,1.16,0.61,0.05,0.81,-0.62,-1.65,-5.49,-5.48,-6.56,-4.39
193411,20.49,13.62,13.84,12.96,12.94,13.05,15.23,16.25,10.09,11.43,14.46,14.98,11.11,15.21,15.26,13.81,18.61,16.25,3.94
193412,-1.89,2.21,1.86,-0.42,2.24,2.53,1.42,2.52,-2.33,1.15,3.33,2.16,2.89,1.82,1.02,1.69,3.34,-2.86,-1.79
193501,6.49,-4.05,-2.9,-3.3,-3.56,-3.73,-3.3,-2.25,-3.98,-3.2,-3.92,-5.03,-2.43,-3.49,-3.11,-2.56,-1.96,-5.94,-2.01
193502,-18.3,-1.43,-4.39,-9.75,-0.58,-3.06,-2.89,-7.71,-11.39,0.08,-1.25,-3.13,-2.98,-1.17,-4.68,-8.9,-6.56,-8.09,-14.63
193503,-12.24,-5,-6.86,-11.12,-4.57,-6.68,-5.24,-10.33,-11.1,-3.53,-5.63,-5.84,-7.52,-5.25,-5.23,-9.48,-11.16,-6.94,-15.19
193504,1.87,8.83,9.39,12.45,7.95,9.87,9.41,11.63,11.83,6.27,9.66,10.57,9.17,7.67,11.22,9.55,13.67,11.34,12.31
193505,5.18,0.63,3.13,3.17,0.82,1.3,3.35,3.49,3.01,1.06,0.59,0.24,2.36,3.5,3.2,3.49,3.49,5.58,0.48
193506,-1.75,6.01,5.12,1.46,5.62,8.26,4.69,2.64,0.15,5.05,6.2,6.76,9.76,4.84,4.52,1.2,4.05,1.43,-1.11
193507,14.47,7.48,10.71,13.32,6.92,9.31,11.29,12.08,13.02,6.84,7,8.62,10.01,14.42,8.06,10.25,13.92,13.75,12.28
193508,9.46,1.8,5.96,14.99,0.8,3.4,5.77,10.69,16.41,1.01,0.59,3.81,3,7.51,3.96,9.28,12.12,10.62,22.3
193509,-5.34,3.28,4.19,-0.07,3.06,4.5,2.62,5.68,-2.64,2.17,3.99,3.72,5.27,3.8,1.42,6.23,5.12,-0.39,-4.92
193510,17.91,7.37,9.95,7.24,6.81,8.38,9.42,10.79,6.42,6.61,7.02,8.49,8.27,8.9,9.95,12.67,8.88,11.28,1.48
193511,41.76,6.41,8.83,28.01,7.14,6.13,9.38,13.5,33.09,5.34,9.01,4.96,7.3,9.66,9.09,9.29,17.79,18.23,48.19
193512,21.81,4.25,7.79,5.31,5.01,3.61,10.01,6.41,4.92,6.88,3.07,2.73,4.49,6.99,13.07,6.71,6.11,7.49,2.34
193601,41.15,6.69,10.43,26.44,6.14,8.38,10.03,16.01,29.96,6.74,5.52,7.79,8.98,9.68,10.39,12.67,19.39,18.39,41.52
193602,-3.56,2.25,6.3,5.62,2.48,3.2,6.44,6.3,5.99,2.5,2.47,1.77,4.64,6.56,6.32,7.69,4.88,7.74,4.21
193603,4.61,1.17,1.52,-0.21,1.34,0.89,2.09,1.56,-1.42,0.83,1.86,0.84,0.94,1.8,2.39,0.95,2.18,-0.22,-2.67
193604,-10.99,-8.84,-12.11,-16.01,-8.69,-10.5,-11.8,-12.99,-17.55,-9.18,-8.18,-9.16,-11.81,-12.1,-11.49,-13.01,-12.97,-15.45,-19.73
193605,-5.75,3.82,4.79,7.88,4.43,3.52,4.67,5.97,8.54,4.57,4.28,2.59,4.44,4.86,4.48,5.38,6.57,6.14,11.02
193606,-0.71,0.95,0.7,-2.32,1.11,1.01,0.07,-0.35,-2.49,0.4,1.84,0.61,1.4,0.18,-0.04,1.26,-1.98,-1.96,-3.04
193607,3.37,7.1,7.77,8.5,6.94,7.13,8.41,8.81,7.63,9.97,3.87,7.41,6.84,8.01,8.82,7.38,10.22,6.64,8.6
193608,1.87,0.48,2.21,3.93,-0.22,1.65,2.48,2.98,4.14,-2,1.59,1.86,1.44,2.84,2.12,2.43,3.52,3.89,4.38
193609,-4,2.27,3.31,4.69,2.32,2.84,2.48,4.98,4.46,2.66,1.98,2.17,3.51,3.61,1.34,4.81,5.14,1.84,7.04
193610,12.51,4.62,7.48,8.39,4.55,4.55,8.8,8.88,7.67,4.43,4.67,4.75,4.34,7.55,10.05,7.94,9.8,8.33,7.02
193611,12.19,7.49,7.75,12.27,7.7,6.37,7.67,10.71,12.71,8.11,7.28,7.05,5.68,7.49,7.85,9.99,11.41,14.74,10.72
193612,7.52,0.47,2.44,4.68,0.08,1.63,2.37,2.73,5.83,-1.06,1.23,1.27,1.98,2.14,2.6,3.04,2.43,5.45,6.2
193701,21.22,4.64,7.06,10.07,5.18,4.66,6.57,8.43,11.36,6.21,4.12,3.56,5.76,3.99,9.15,9.33,7.54,11.85,10.88
193702,-1.9,1.08,1,6.91,0.22,2.35,0.3,3.5,7.65,-0.07,0.52,2.81,1.89,0.96,-0.35,1.5,5.47,6.04,9.24
193703,-1.54,-2.07,-0.72,3.09,-2.64,-1.88,0.77,-0.2,4.09,-3.28,-2,-0.91,-2.86,-0.57,2.1,-1.57,1.14,3.63,4.54
193704,-12.58,-7.98,-9.4,-12.95,-7.63,-8.69,-9.44,-10.61,-13.88,-7.91,-7.35,-8.67,-8.71,-8.78,-10.1,-10.03,-11.17,-12.38,-15.31
193705,-5.49,-0.85,-2.23,-3.72,-0.42,-2.01,-2.41,-2.62,-3.86,-0.87,0.03,-1.7,-2.32,-2.8,-2.01,-1.76,-3.45,-1.75,-5.88
193706,-18.06,-5.46,-6.87,-10.73,-5.51,-6.16,-6.23,-7.48,-12.72,-5.49,-5.53,-5.35,-6.97,-6.18,-6.28,-8.08,-6.91,-9.47,-15.82
193707,19.13,9.88,9.6,10.3,9.48,10.87,9.25,9.32,10.55,10.37,8.58,10.68,11.06,10.51,7.97,8.83,9.8,9.99,11.12
193708,-8.99,-4.01,-4.99,-6.88,-3.59,-5.11,-5.17,-5.15,-7.3,-2.98,-4.21,-4.84,-5.37,-4.92,-5.43,-4.26,-6.04,-5.39,-9.2
193709,-19.21,-18.18,-18.6,-21.76,-18.18,-18.78,-18.19,-19.28,-22.68,-18.64,-17.72,-18.18,-19.38,-19.13,-17.23,-18.63,-19.93,-22.36,-23
193710,-11.48,-10.17,-9.85,-10.26,-10.07,-9.86,-9.87,-9.93,-10.63,-10.48,-9.67,-10.37,-9.36,-9.05,-10.7,-10.32,-9.54,-9.94,-11.31
193711,-9.55,-10.02,-10.85,-12.5,-9.39,-11.01,-10.95,-11.02,-13.09,-8.33,-10.45,-11.28,-10.74,-9.7,-12.23,-10.74,-11.3,-12.04,-14.15
193712,-14.58,-8.36,-10.05,-12.18,-7.21,-10.34,-9.97,-10.33,-13.04,-7.59,-6.83,-10.65,-10.04,-10.1,-9.84,-10.21,-10.45,-8.3,-17.79
193801,-1.54,2.82,5.32,4.42,2.57,4.13,5.31,4.89,4.6,2.93,2.2,3.32,4.94,4.57,6.06,5.72,4.06,3.46,5.73
193802,-10.12,8.02,6.36,4.56,8.1,7.36,6.61,5.63,3.89,7.63,8.58,7.85,6.88,6.96,6.25,5.36,5.91,3.63,4.14
193803,-30.43,-27.15,-27.68,-31.84,-27.08,-27.94,-27.15,-28.28,-33.39,-27.44,-26.71,-27.31,-28.57,-27.4,-26.89,-27.84,-28.73,-28.11,-38.66
193804,22.29,20.12,19.9,21.59,20.6,19.66,19.12,20.12,22.87,21.01,20.2,19.16,20.16,19.87,18.36,21.2,19.04,19.08,26.66
193805,-13.43,-7.32,-7.26,-6.33,-7.81,-6.68,-6.78,-6.92,-6.78,-7.29,-8.32,-6.34,-7.03,-7.33,-6.23,-8.42,-5.42,-6.72,-6.85
193806,33.93,32.05,31.32,30.4,32.54,32.28,30.89,29.6,31.01,32.43,32.65,31.07,33.49,30.77,31.02,30.01,29.18,31.54,30.49
193807,7.5,10.28,12.7,14.6,9.89,12.08,13.33,12.66,14.79,8.78,10.99,11.08,13.06,14.07,12.59,11.09,14.22,14.91,14.67
193808,-25.15,-3.1,-5.2,-10,-3.13,-3.99,-4.68,-6.54,-11.72,-2.92,-3.34,-3.04,-4.92,-4.5,-4.87,-6.51,-6.57,-10.42,-13.05
193809,2.28,-0.48,-1.49,-2.24,-0.38,-0.73,-1.91,-1.5,-2.55,-0.51,-0.26,-0.68,-0.79,-2.68,-1.13,-1.35,-1.64,-1.46,-3.65
193810,16.19,11.02,14.04,17.65,10.7,12.76,13.22,15.93,18.47,10.7,10.71,11.66,13.85,14.92,11.52,15.84,16.03,19.5,17.42
193811,-24.39,-1.67,-1.72,-7.17,-1.52,-2.45,-2.05,-2.53,-8.16,0.16,-3.21,-1.97,-2.93,-1.17,-2.93,0.13,-5.2,-5.47,-10.89
193812,8.82,4.25,3.15,1.68,4.18,4.42,3.53,1.09,1.98,4.6,3.75,4.4,4.43,3.51,3.55,1.07,1.11,2.34,1.6
